edate,prov,ilce,name,year,type,regvoter,actvoter,validvoter,p_akp,p_anadolupartisi,p_bgmz,p_btp,p_chp,p_dp,p_dsp,p_dyp,p_hakpar,p_hap,p_hdp,p_hkp,p_kp,p_ldp,p_mep,p_mhp,p_millet,p_saadet,p_turkparti,p_vatan,p_yurtp,edate_prov
2015_6,Zonguldak,Kozlu,19 Mayis,2015,parl15_1,369,303,294,152,1,0,1,80,1,3,1,0,1,5,0,0,0,0,39,1,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Incivez,2015,parl15_1,363,287,285,61,0,0,0,137,1,1,0,0,0,18,1,0,0,0,54,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,369,324,318,93,0,0,0,158,0,1,0,0,0,8,0,0,0,0,50,0,6,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Karsiyaka,2015,parl15_1,326,299,297,151,0,0,0,82,0,0,0,0,0,4,0,0,0,0,49,0,7,0,4,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Yalnizcam,2015,parl15_1,205,176,169,100,0,0,1,28,1,4,0,0,1,2,1,0,1,0,27,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Yenidogancilar,2015,parl15_1,216,176,163,70,0,0,1,63,0,1,0,0,1,1,0,0,1,0,20,1,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mithatpasa,2015,parl15_1,374,330,327,73,0,0,0,138,1,0,0,0,0,3,1,0,0,0,100,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Baglik,2015,parl15_1,361,313,306,108,0,0,0,123,1,2,1,0,0,6,1,0,1,0,59,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,354,310,298,85,0,0,1,131,4,1,0,0,0,5,0,0,0,0,62,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Osmanlar,2015,parl15_1,309,281,276,131,3,0,1,69,0,0,1,0,1,0,0,0,0,0,68,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,357,282,277,66,0,0,0,149,0,0,0,0,0,13,0,0,0,0,45,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kavaklik,2015,parl15_1,354,310,305,88,0,0,0,132,0,2,0,0,0,2,0,0,0,0,73,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Akarca,2015,parl15_1,355,326,320,61,0,0,0,211,0,0,0,0,0,5,0,0,0,0,35,0,4,0,4,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Aydin,2015,parl15_1,303,233,223,110,0,0,0,78,0,2,0,0,0,0,1,0,1,0,30,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Bilik,2015,parl15_1,399,339,324,165,0,0,0,52,6,1,0,0,1,0,3,0,1,0,59,1,33,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Alioglu,2015,parl15_1,260,234,226,96,0,0,1,91,3,1,0,0,0,1,0,0,1,0,30,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Cukur,2015,parl15_1,292,265,255,99,0,0,0,110,3,1,0,0,0,1,0,0,0,0,30,2,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Catalagzi-Merkez,2015,parl15_1,338,288,286,64,0,0,0,165,1,1,0,0,0,2,1,0,0,0,46,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kiyicak,2015,parl15_1,246,219,216,136,0,0,0,28,0,2,0,0,0,2,2,0,0,0,40,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Uzunmehmet,2015,parl15_1,357,300,290,174,1,0,0,55,0,0,1,0,0,3,1,0,0,0,44,0,10,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kisla,2015,parl15_1,352,321,315,97,0,0,1,146,0,1,0,0,0,1,1,0,1,0,62,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Orhanlar,2015,parl15_1,334,288,282,49,0,0,0,172,0,4,0,0,0,8,0,0,0,0,44,1,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Catalagzi-Dogancilar,2015,parl15_1,297,256,252,69,0,0,0,137,0,1,0,0,0,2,0,0,0,0,30,0,11,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Karaman-Satikli,2015,parl15_1,265,229,220,80,0,0,1,86,0,3,0,0,0,1,1,0,0,0,42,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Hacimusa,2015,parl15_1,268,227,206,72,3,0,1,65,2,4,0,0,0,3,3,0,2,0,41,1,6,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Ortaci,2015,parl15_1,295,272,249,132,0,0,0,38,1,0,1,0,0,0,0,0,0,0,68,0,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Saltuklu,2015,parl15_1,104,93,89,16,0,0,0,56,0,2,1,0,0,1,0,0,0,0,11,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Findikli,2015,parl15_1,216,197,189,89,0,0,0,81,0,0,0,0,1,1,4,1,0,0,8,1,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yeni Siteler,2015,parl15_1,305,259,252,101,0,0,1,104,0,1,0,0,0,4,0,0,0,0,36,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Yesil,2015,parl15_1,312,264,264,67,0,0,0,146,1,0,0,0,0,5,0,0,0,0,34,0,10,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Hacihasan,2015,parl15_1,230,196,178,108,0,0,0,30,1,1,1,0,0,0,0,0,0,0,23,0,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Murtaza,2015,parl15_1,344,295,291,79,0,0,0,140,1,2,1,0,0,7,0,0,1,0,60,0,0,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Pehlivanlar,2015,parl15_1,358,297,285,76,0,0,1,120,2,0,0,0,0,4,0,0,0,0,60,2,20,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Pehlivanlar,2015,parl15_1,358,310,304,89,1,0,1,136,0,0,0,0,0,1,0,0,0,0,59,0,15,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kandilli-Gokceler,2015,parl15_1,362,326,319,133,0,0,0,135,1,2,0,0,0,0,0,0,0,0,32,0,5,0,11,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Pazarlioglu,2015,parl15_1,278,243,230,142,0,0,1,39,3,3,1,0,4,2,1,0,0,0,14,0,19,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Karsiyaka,2015,parl15_1,324,269,265,103,0,0,0,77,0,1,0,0,0,11,1,0,0,0,62,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yukarigoynuk,2015,parl15_1,252,237,233,101,0,0,0,78,2,2,0,0,0,0,1,0,1,0,30,3,15,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Yesil,2015,parl15_1,294,246,241,31,0,0,0,168,0,0,0,0,0,1,0,0,0,0,28,0,10,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Filyos-Sefercik,2015,parl15_1,153,148,143,44,0,0,0,70,1,0,1,0,0,1,0,0,1,0,18,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,359,276,265,118,0,0,0,80,1,0,0,0,0,3,1,0,0,0,43,0,18,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Ayvatlar,2015,parl15_1,323,254,236,124,2,0,2,35,5,2,0,0,1,2,0,0,2,0,41,1,19,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Ulukoy,2015,parl15_1,235,209,201,73,0,0,1,100,2,0,2,0,0,0,1,0,1,0,20,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Guluc-Merkez,2015,parl15_1,321,285,282,81,0,0,1,151,0,0,0,0,0,3,0,0,0,0,41,0,3,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,350,284,282,66,0,0,1,121,0,1,0,0,0,5,0,0,0,0,78,0,8,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Omerli,2015,parl15_1,318,292,286,89,0,0,0,134,0,0,0,0,0,18,0,0,1,0,39,0,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Beycuma-Beytepe,2015,parl15_1,96,84,76,47,0,0,0,12,0,0,0,0,1,0,0,0,0,0,7,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,378,323,315,130,1,0,1,106,0,0,0,0,0,3,0,0,0,0,63,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Elvanpazarcik-Tasmaci,2015,parl15_1,221,189,184,52,0,0,1,86,0,1,0,0,1,0,1,0,1,0,31,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Karapinar-Torlaklar,2015,parl15_1,210,198,193,114,0,0,1,45,1,5,0,0,0,0,0,0,0,0,17,0,8,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Suleymanlar,2015,parl15_1,355,317,313,67,0,0,0,170,1,0,0,0,0,3,0,0,0,0,62,1,7,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,296,256,253,63,0,0,0,120,0,0,0,0,0,4,0,0,0,0,58,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Baglik,2015,parl15_1,310,275,270,71,0,0,0,117,0,2,2,0,0,1,0,0,0,0,71,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Saltukova-Kokaksu,2015,parl15_1,315,290,289,98,0,0,0,142,0,1,0,0,1,2,0,0,0,0,42,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Karsiyaka,2015,parl15_1,352,290,282,131,0,0,0,92,1,0,1,0,0,0,1,0,0,0,40,0,16,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yazibasi,2015,parl15_1,221,204,197,62,1,0,0,108,0,1,0,0,0,1,1,0,0,0,17,1,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Nebioglu-Karaevligeris,2015,parl15_1,286,255,240,92,0,0,1,89,1,2,0,0,0,2,4,0,0,0,40,2,5,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Coburlar,2015,parl15_1,210,176,168,75,0,0,0,65,0,0,0,0,0,0,2,0,0,0,25,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Guney,2015,parl15_1,353,316,314,69,1,0,0,149,0,0,0,0,0,16,0,0,0,0,73,0,3,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,360,299,297,85,0,0,0,136,0,0,0,0,0,2,0,0,0,0,58,0,15,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Elvanpazarcik-Elvan,2015,parl15_1,282,245,236,134,0,0,0,56,3,1,1,0,0,0,0,0,2,0,37,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Kabalakli,2015,parl15_1,304,265,261,133,0,0,0,103,1,1,0,0,1,0,1,0,2,0,13,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,291,257,249,70,0,0,0,138,0,0,0,0,0,4,0,0,0,0,28,0,6,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Cay,2015,parl15_1,257,221,219,49,1,0,0,125,0,0,0,0,0,1,0,0,0,0,37,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kocaali,2015,parl15_1,175,169,166,50,0,0,0,77,0,0,1,0,1,2,0,0,0,0,28,2,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Pehlivanlar,2015,parl15_1,359,303,296,89,1,0,2,124,0,1,0,0,0,4,0,0,0,0,65,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,361,301,294,111,1,0,0,122,1,1,1,0,0,5,0,0,0,0,40,0,11,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Catak,2015,parl15_1,270,254,246,197,0,0,1,15,0,2,0,0,0,1,0,0,0,0,17,0,13,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Esenler,2015,parl15_1,285,272,269,133,0,0,2,89,0,0,0,0,0,1,0,0,0,0,41,0,2,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Beycuma-Merkez,2015,parl15_1,218,182,180,65,0,0,0,57,1,0,0,0,0,2,0,0,0,0,31,1,21,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Belediye Sitesi,2015,parl15_1,315,254,247,103,0,0,1,77,0,0,1,0,0,2,0,0,0,0,52,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Akkaya,2015,parl15_1,158,117,102,52,0,0,0,42,1,0,0,0,0,1,0,0,0,0,2,1,2,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Uzunguney,2015,parl15_1,329,301,296,176,0,0,0,26,0,2,0,0,0,0,1,0,0,0,86,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Sarikokmaz,2015,parl15_1,307,283,280,78,0,0,0,137,0,0,0,0,0,9,0,0,0,0,47,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Karakavuz,2015,parl15_1,334,316,312,7,0,0,0,294,0,1,0,0,0,4,0,0,0,0,4,1,0,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Haciibadi,2015,parl15_1,349,312,293,149,0,0,2,96,1,2,0,0,0,0,1,0,0,0,32,2,6,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Ebegumeci,2015,parl15_1,138,113,107,70,0,0,1,16,0,0,0,0,0,0,1,0,0,0,15,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Saraycik,2015,parl15_1,278,216,212,130,0,0,0,46,0,1,0,0,2,1,0,0,1,0,22,1,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Gudullu,2015,parl15_1,184,159,152,49,0,0,0,85,2,0,0,0,0,1,0,0,0,0,12,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Comlekci,2015,parl15_1,279,257,256,72,0,0,0,124,2,0,0,0,1,1,1,0,0,0,50,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Haciali,2015,parl15_1,252,201,190,101,0,0,0,58,3,1,0,0,2,0,0,0,1,0,18,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Elvanpazarcik-Merkez,2015,parl15_1,354,286,279,122,0,0,0,78,0,1,1,0,0,0,2,0,1,0,58,0,16,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,19 Mayis,2015,parl15_1,369,316,305,167,0,0,1,64,0,0,1,0,0,0,0,0,0,0,68,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kalafatli,2015,parl15_1,214,182,167,78,0,0,0,61,1,2,0,0,0,0,0,0,2,0,3,1,18,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Subatan,2015,parl15_1,345,290,283,127,1,0,0,83,1,1,2,0,0,0,1,0,0,0,55,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,308,267,260,64,0,0,0,128,0,0,0,0,0,6,1,0,0,0,56,0,2,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Abdi,2015,parl15_1,276,253,244,130,0,0,1,65,2,2,1,0,1,2,3,0,2,0,28,0,5,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,292,255,247,77,0,0,0,100,0,2,1,0,0,5,0,0,0,0,51,0,9,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Pehlivanlar,2015,parl15_1,359,307,304,92,0,0,0,132,0,0,0,0,0,5,0,0,0,0,67,0,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,359,295,291,141,0,0,1,74,0,1,0,0,0,0,0,0,1,0,49,0,23,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Elvanpazarcik-Merkez,2015,parl15_1,356,296,289,121,0,0,2,107,1,1,0,0,0,0,0,0,0,0,40,1,16,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Inagzi,2015,parl15_1,350,306,299,111,0,0,0,113,0,2,0,0,0,2,0,0,0,0,59,0,11,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Persembe-Haci Kadi,2015,parl15_1,327,284,274,104,0,0,0,126,0,0,0,0,0,2,1,0,0,0,29,0,8,0,4,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Camlibel,2015,parl15_1,241,234,228,122,0,0,1,48,1,0,1,0,0,0,1,0,0,0,48,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Asagitekke,2015,parl15_1,149,137,133,39,0,0,1,56,1,0,0,0,1,0,1,0,1,0,32,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Suleymanbeyler,2015,parl15_1,370,337,329,162,0,0,0,79,1,0,0,0,0,2,0,0,1,0,74,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yesiltepe,2015,parl15_1,275,257,228,46,0,0,0,147,1,0,0,0,0,1,1,0,0,0,17,0,15,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Suleymanlar,2015,parl15_1,355,307,303,88,0,0,0,171,0,1,0,0,0,5,0,0,1,0,35,0,0,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Muftu,2015,parl15_1,353,315,311,100,0,0,0,154,1,0,0,0,0,5,0,0,1,0,44,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Kilcak,2015,parl15_1,301,250,246,111,0,0,0,62,0,1,1,0,0,9,0,0,1,0,44,0,16,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Muftu,2015,parl15_1,354,308,303,100,0,0,1,109,0,0,1,0,0,7,1,0,0,0,75,0,3,0,6,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mithatpasa,2015,parl15_1,326,272,268,103,0,0,1,97,1,1,0,0,0,1,0,0,0,0,58,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Gumeli-Merkez,2015,parl15_1,264,238,236,23,0,0,0,138,1,0,0,0,1,10,1,0,0,0,60,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,304,248,247,50,0,0,1,136,1,0,0,0,0,4,0,0,0,0,46,0,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Baglik,2015,parl15_1,266,251,249,48,0,0,0,139,1,0,0,0,0,11,0,0,0,0,46,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Inagzi,2015,parl15_1,350,268,263,102,0,0,0,96,0,1,0,0,1,4,2,0,1,0,45,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Uzunahmetler,2015,parl15_1,217,191,177,45,1,0,2,68,3,0,1,0,0,1,2,0,0,0,48,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Sarikaya,2015,parl15_1,365,324,318,182,0,0,1,64,2,0,1,0,1,1,0,0,1,0,52,1,11,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Cayir,2015,parl15_1,364,289,285,76,0,0,0,182,1,1,1,0,1,0,1,0,0,0,14,1,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Beycuma-Yeni,2015,parl15_1,159,140,137,35,0,0,0,56,0,0,0,0,0,0,0,0,0,0,36,0,6,0,4,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Sabunlar,2015,parl15_1,116,104,98,35,0,0,0,33,0,2,0,0,0,2,1,0,1,0,20,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Incivez,2015,parl15_1,364,305,301,65,0,0,0,148,1,0,0,0,0,7,0,0,0,0,73,1,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Esenyurt,2015,parl15_1,79,75,72,36,0,0,0,23,1,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Belediye Sitesi,2015,parl15_1,314,255,245,145,0,0,0,59,0,0,0,0,0,3,2,0,0,0,21,0,15,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Goktepe,2015,parl15_1,243,210,209,85,0,0,1,74,2,0,2,0,0,1,0,0,0,0,38,1,3,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Osmanli,2015,parl15_1,191,168,163,84,0,0,0,56,0,2,0,0,0,1,1,0,0,0,14,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Halli,2015,parl15_1,202,187,179,125,1,0,0,31,0,1,0,0,0,1,0,0,0,0,18,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mesrutiyet,2015,parl15_1,322,281,280,68,0,0,1,158,0,0,0,0,0,3,0,2,0,0,37,0,9,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Derecikoren,2015,parl15_1,239,223,212,49,0,0,1,95,1,0,0,0,0,1,0,0,0,0,58,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Muslu-Merkez,2015,parl15_1,307,292,284,50,0,0,0,193,0,1,0,0,0,3,1,0,0,0,23,0,11,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Corak,2015,parl15_1,235,213,207,96,0,0,0,69,2,1,0,0,0,1,0,0,0,0,35,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Belediye Sitesi,2015,parl15_1,314,258,254,136,0,0,2,77,0,0,1,0,1,5,0,0,0,0,21,0,10,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kalafatli,2015,parl15_1,215,170,158,59,1,0,0,60,1,2,1,0,0,1,1,0,3,0,12,1,16,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Komsular,2015,parl15_1,266,235,225,94,0,0,0,81,3,0,3,0,2,0,0,0,0,0,35,1,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Gelik-Ayici Merkez,2015,parl15_1,321,263,256,102,0,0,0,93,0,1,0,0,0,1,0,0,0,0,40,0,18,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,369,334,312,112,0,0,1,135,0,0,0,0,1,4,1,0,1,0,49,1,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Istasyon,2015,parl15_1,351,302,292,110,0,0,2,116,0,2,0,0,0,0,0,0,0,0,52,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,307,250,246,45,0,0,0,118,0,1,0,0,0,19,0,0,0,0,53,0,7,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Dagdemirciler,2015,parl15_1,333,291,281,130,0,0,2,69,0,1,2,0,1,4,2,0,0,0,13,0,50,0,7,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yesilyurt,2015,parl15_1,157,138,128,64,1,0,2,39,0,0,1,0,0,1,2,0,0,0,16,1,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Koserecik,2015,parl15_1,162,136,131,80,0,0,1,16,0,3,1,0,0,0,2,0,1,0,17,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Suleymanlar,2015,parl15_1,355,316,313,65,1,0,2,178,0,0,0,0,0,11,0,0,0,0,54,0,0,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Cinartepe,2015,parl15_1,379,294,285,70,0,0,0,131,0,1,1,0,0,0,0,0,0,0,64,0,17,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Uzunmehmet,2015,parl15_1,357,311,305,149,0,0,1,93,0,0,0,0,0,12,0,0,0,0,44,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Merkez,2015,parl15_1,285,247,241,68,0,0,1,113,1,2,0,0,0,0,0,0,1,0,45,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,348,299,296,67,0,0,0,168,0,1,0,0,0,4,1,1,0,0,46,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Kilcak,2015,parl15_1,303,266,256,139,0,0,0,62,0,0,0,0,0,5,1,0,0,0,41,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Cay,2015,parl15_1,295,258,256,102,0,0,1,82,1,0,0,0,0,2,0,0,0,0,62,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Orhanlar,2015,parl15_1,334,286,286,60,0,0,0,170,0,0,0,0,0,11,0,0,0,0,41,0,2,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Sarikadi,2015,parl15_1,236,213,206,139,1,0,0,38,0,2,0,0,0,1,0,0,1,0,23,0,0,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Karaelmas,2015,parl15_1,339,250,238,86,0,0,0,116,0,5,0,0,1,2,1,0,0,0,21,1,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Bolucek,2015,parl15_1,281,249,234,102,0,0,1,74,2,2,0,0,1,1,0,0,1,0,22,0,28,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Yeni,2015,parl15_1,376,300,296,78,0,0,0,145,0,2,1,0,0,4,0,0,0,0,54,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Guney,2015,parl15_1,354,313,309,60,0,0,0,146,1,2,0,0,0,7,1,0,0,0,87,0,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,378,330,324,112,0,0,0,114,0,0,0,0,1,5,1,0,0,0,72,0,19,0,0,0,2015_6_Zonguldak
